id,question,answer,reference
74,"Hành vi sử dụng trái phép đất của đường bộ làm nơi tập kết hoạch 
trung chuyển hàng hóa bị xử phạt như thế nào?","Theo quy định tại điểm đ khoản 6 Điều 12 Nghị định số 100/2019/NĐ
CP, hành vi trên bị xử phạt như sau: 
6. Phạt tiền từ 4.000.000 đồng đến 6.000.000 đồng đối với cá nhân, từ 
8.000.000 đồng đến 12.000.000 đồng đối với tổ chức thực hiện một trong các hành vi 
vi phạm sau đây: 
d) Sử dụng trái phép đất của đường bộ hoặc hành lang an toàn đường bộ làm nơi 
tập kết hoặc trung chuyển hàng hóa, vật tư, vật liệu xây dựng, máy móc, thiết bị, các loại 
vật dụng khác; 
Ngoài ra, người thực hiện hành vi vi phạm còn buộc phải thu dọn rác, chất phế 
thải, phương tiện, vật tư, vật liệu, hàng hóa, máy móc, thiết bị, biển hiệu, biển quảng 
cáo, các loại vật dụng khác và khôi phục lại tình trạng ban đầu đã bị thay đổi do vi 
phạm hành chính gây ra theo quy định tại điểm d khoản 10 Điều 12 Nghị định số 
100/2019/NĐ-CP.","100/2019/NĐ-CP::article::12::clause::6::point::đ, 100/2019/NĐ-CP::article::12::clause::10::point::d"
75,"Hành vi chiếm dụng đất đường bộ để xây dựng nhà ở bị xử phạt 
như thế nào?","Theo quy định tại điểm a khoản 9 Điều 12 Nghị định số 100/2019/NĐ
CP, hành vi trên bị xử phạt như sau: 
9. Phạt tiền từ 15.000.000 đồng đến 20.000.000 đồng đối với cá nhân, từ 
30.000.000 đồng đến 40.000.000 đồng đối với tổ chức thực hiện một trong các hành vi 
vi phạm sau đây: 
a) Chiếm dụng đất của đường bộ hoặc đất hành lang an toàn đường bộ để xây 
dựng nhà ở;  Ngoài ra người thực hiện hành vi trên buộc phải tháo dỡ công trình xây dựng 
trái phép (không có giấy phép hoặc không đúng với giấy phép) và khôi phục lại tình 
trạng ban đầu đã bị thay đổi do vi phạm hành chính gây ra theo quy định tại điểm đ 
khoản 10 Điều 12 Nghị định số 100/2019/NĐ-CP.","100/2019/NĐ-CP::article::12::clause::9::point::a, 100/2019/NĐ-CP::article::12::clause::10::point::đ"
76,"Hành vi thi công trên đường bộ đang khai thác không treo biển 
báo thông tin công trình bị xử phạt như thế nào?","Hành vi trên bị xử phạt theo quy định tại khoản 1 Điều 13 Nghị định số 
100/2019/NĐ-CP, cụ thể: 
1. Cảnh cáo hoặc phạt tiền từ 250.000 đồng đến 500.000 đồng đối với cá nhân, 
từ 500.000 đồng đến 1.000.000 đồng đối với tổ chức thực hiện hành vi thi công trên 
đường bộ đang khai thác không treo biển báo thông tin công trình hoặc treo biển báo 
thông tin không đầy đủ nội dung theo quy định. 
Ngoài ra, người thực hiện hành vi này buộc phải treo biển báo thông tin công 
trình có đầy đủ nội dung theo quy định tại điểm a khoản 7 Điều 13 Nghị định số 
100/2019/NĐ-CP.","100/2019/NĐ-CP::article::13::clause::1, 100/2019/NĐ-CP::article::13::clause::7::point::a"
77,"Hành vi để vật liệu, đất đá, phương tiện thi công ngoài phạm vi 
thi công gây cản trở giao thông ?","Hành vi trên bị xử phạt theo quy định tại điểm c khoản 2 Điều 13 Nghị 
định số 100/2019/NĐ-CP, cụ thể: 
2. Phạt tiền từ 1.000.000 đồng đến 3.000.000 đồng đối với cá nhân, từ 
2.000.000 đồng đến 6.000.000 đồng đối với tổ chức thực hiện một trong các hành vi vi 
phạm sau đây: 
c) Để vật liệu, đất đá, phương tiện thi công ngoài phạm vi thi công gây cản trở 
giao thông; 
Ngoài ra, người thực hiện hành vi này buộc phải thực hiện ngay các biện pháp 
bảo đảm an toàn giao thông theo quy định và khôi phục lại tình trạng ban đầu đã bị 
thay đổi do vi phạm hành chính gây ra tại điểm c khoản 7 Điều 13 Nghị định số 
100/2019/NĐ-CP.","100/2019/NĐ-CP::article::13::clause::2::point::c, 100/2019/NĐ-CP::article::13::clause::7::point::c"
78,"Hành vi tổ chức thi công trên đường bộ đang khai thác không có 
biện pháp bảo đảm an toàn giao thông để xảy ra ùn tắc bị xử phạt như thế nào?","Hành vi trên bị xử phạt theo quy định tại điểm b khoản 3 Điều 13 Nghị 
định số 100/2019/NĐ-CP, cụ thể: 
3. Phạt tiền từ 3.000.000 đồng đến 5.000.000 đồng đối với cá nhân, từ 
6.000.000 đồng đến 10.000.000 đồng đối với tổ chức thực hiện một trong các hành vi 
vi phạm sau đây: b) Thi công trên đường bộ đang khai thác không có biện pháp bảo đảm an toàn 
giao thông thông suốt để xảy ra ùn tắc giao thông nghiêm trọng. 
Ngoài ra, người thực hiện hành vi này  còn bị còn bị áp dụng hình thức xử phạt 
bổ sung đình chỉ hoạt động thi công hoặc tước quyền sử dụng Giấy phép thi công (nếu 
có) từ 01 tháng đến 03 tháng theo quy định tại khoản 6 Điều 13, buộc phải thực hiện 
ngay các biện pháp bảo đảm an toàn giao thông theo quy định tại điểm b khoản 7 Điều 
13 Nghị định số 100/2019/NĐ-CP.","100/2019/NĐ-CP::article::13::clause::3::point::b, 100/2019/NĐ-CP::article::13::clause::7::point::b"
79,"Hành vi tổ chức thi công trên đường bộ đang khai thác không thực 
hiện các biện pháp bảo đảm an toan giao thông để xảy ra tai nạn giao thông bị phạt như thế nào?","Hành vi trên bị xử phạt theo quy định tại điểm b khoản 5 Điều 13 Nghị 
định số 100/2019/NĐ-CP: 
5. Phạt tiền từ 10.000.000 đồng đến 15.000.000 đồng đối với cá nhân, từ 
20.000.000 đồng đến 30.000.000 đồng đối với tổ chức thực hiện một trong các hành vi 
vi phạm sau đây: 
b) Thi công trên đường bộ đang khai thác không thực hiện đầy đủ các biện pháp 
bảo đảm an toàn giao thông theo quy định để xảy ra tai nạn giao thông; 
Ngoài ra, người thực hiện hành vi này buộc phải thực hiện ngay các biện pháp 
bảo đảm an toàn giao thông theo quy định tại điểm b khoản 7 Điều 13 Nghị định số 
100/2019/NĐ-CP.","100/2019/NĐ-CP::article::13::clause::5::point::b, 100/2019/NĐ-CP::article::13::clause::7::point::b"
80,"Hành vi xây dựng hoặc thành lập bến xe, bãi đỗ xe, trạm dừng 
nghỉ, trạm thu phí đường bộ không bảo đảm tiêu chuẩn kỹ thuật bị xử phạt như 
thế nào?","Hành vi trên sẽ bị xử phạt theo quy định tại điểm b khoản 1 Điều 14 Nghị 
định số 100/2019/NĐ-CP, cụ thể: 
1. Phạt tiền từ 15.000.000 đồng đến 20.000.000 đồng đối với cá nhân, từ 
30.000.000 đồng đến 40.000.000 đồng đối với tổ chức thực hiện một trong các hành vi 
vi phạm sau đây: 
b) Xây dựng bến xe, bãi đỗ xe, trạm dừng nghỉ, trạm thu phí đường bộ không 
bảo đảm tiêu chuẩn kỹ thuật theo quy định. 
Ngoài ra, người thực hiện hành vi này còn buộc phải xây dựng lại bến xe, bãi 
đỗ xe, trạm dừng nghỉ, trạm thu phí đường bộ theo đúng quy định, bảo đảm tiêu chuẩn 
kỹ thuật theo quy định tại điểm b khoản 2 Điều 14 Nghị định số 100/2019/NĐ-CP.","100/2019/NĐ-CP::article::14::clause::1::point::b, 100/2019/NĐ-CP::article::14::clause::2::point::b"
81,"Hành vi điều khiển xe ô tô kinh doanh vận tải hành khách lắp 
thêm hay tháo bớt ghế không đúng với thông số kỹ thuật được ghi trong Giấy 
chứng nhận kiểm định an toàn kỹ thuật và bảo vệ môi trường của xe bị xử phạt 
như thế nào?","Hành vi trên bị xử phạt theo quy định điểm e khoản 3 Điều 16 Nghị định số 
100/2019/NĐ-CP (sửa đổi, bổ sung tại khoản 9 Điều 2 Nghị định số 123/2021/NĐ-CP), 
cụ thể: 
3. Phạt tiền từ 1.000.000 đồng đến 2.000.000 đồng đối với một trong các hành 
vi vi phạm sau đây: 
d) Điều khiển xe ô tô kinh doanh vận tải hành khách lắp thêm hoặc tháo bớt 
ghế, giường nằm hoặc có kích thước khoang chở hành lý (hầm xe) không đúng với 
thông số kỹ thuật được ghi trong Giấy chứng nhận kiểm định an toàn kỹ thuật và bảo 
vệ môi trường của xe. 
Ngoài ra người thực hiện hành vi này buộc phải lắp đầy đủ thiết bị hoặc khôi 
phục lại tính năng kỹ thuật của thiết bị theo quy định, tháo bỏ những thiết bị lắp thêm 
không đúng quy định theo điểm b khoản 9 Nghị định số 123/2021/NĐ-CP.","100/2019/NĐ-CP::article::16::clause::3::point::e, 123/2021/NĐ-CP::article::2::clause::9"
82,"Hành vi điều khiển xe gắn biển số không đúng với Giấy đăng ký xe 
bị xử phạt như thế nào?","Hành vi trên bị xử phạt theo quy định tại điểm b khoản 4 Điều 16 Nghị 
định 100/2019/NĐ-CP (sửa đổi, bổ sung tại khoản 9 Điều 2 Nghị định số 
123/2021/NĐ-CP): 
Xử phạt người điều khiển xe ô tô (bao gầm cả rơ moóc hoặc sơ mi rơ moóc 
được kéo theo) và các loại xe tương tự xe ô tô vi phạm quy định về điều kiện của 
phương tiện khi tham gia giao thông 
Phạt tiền từ 4.000.000 đồng đến 6.000.000 đồng đối với một trong các hành vi 
vi phạm sau đây: 
a) Điều khiển xe gắn biển số không đúng với Giấy đăng ký xe hoặc gắn biển số 
không do cơ quan có thẩm quyền cấp (kể cả rơ moóc và sơ mi rơ moóc)","100/2019/NĐ-CP::article::16::clause::4::point::b, 123/2021/NĐ-CP::article::2::clause::9"
83,"Đối với các hành vi vi phạm quy định về điều kiện của người điều 
khiển xe máy chuyên dùng bị xử phạt như thế nào?","Các hành vi vi phạm trên được quy định tại Điều 22 Nghị định số 
100/2019, cụ thể: 
1. Phạt tiền từ 100.000 đồng đến 200.000 đồng đối với một trong các hành vi vi 
phạm sau đây: 
a) Người điều khiển xe máy chuyên dùng không đúng độ tuổi hoặc tuổi không 
phù hợp với ngành nghề theo quy định; b) Người điều khiển xe máy chuyên dùng không mang theo bằng (hoặc chứng 
chỉ) điều khiển, chứng chỉ bồi dưỡng kiến thức pháp luật về giao thông đường bộ; 
c) Người điều khiển xe máy chuyên dùng không mang theo Giấy đăng ký xe; 
d) Người điều khiển xe máy chuyên dùng không mang theo Giấy chứng nhận 
an toàn kỹ thuật và bảo vệ môi trường (đối với loại xe có quy định phải kiểm định). 
2. Phạt tiền từ 600.000 đồng đến 1.000.000 đồng đối với người điều khiển xe 
máy chuyên dùng không có bằng (hoặc chứng chỉ) điều khiển, chứng chỉ bồi dưỡng 
kiến thức pháp luật về giao thông đường bộ.",100/2019/NĐ-CP::article::22
84,"Người điều khiển xe ô tô thực hiện hành vi chở khách vượt quá 
quy định được phép chở của phương tiện bị xử phạt như thế nào theo quy định?","Hành vi trên bị xử phạt theo quy định tại khoản 2, khoản 4 Điều 23 Nghị 
định số 100/2019/NĐ-CP (sửa đổi, bổ sung khoản 34 Điều 2 Nghị định số 
123/2021/NĐ-CP), theo đó: 
2. Phạt tiền từ 400.000 đồng đến 600.000 đồng trên mỗi người vượt quá quy 
định được phép chở của phương tiện nhưng tổng mức phạt tiền tối đa không vượt quá 
75.000.000 đồng đối với người điều khiển xe ô tô chở hành khách, ô tô chở người (trừ 
xe buýt) thực hiện hành vi vi phạm: Chở quá từ 02 người trở lên trên xe đến 9 chỗ, chở 
quá từ 03 người trở lên trên xe 10 chỗ đến xe 15 chỗ, chở quá từ 04 người trở lên trên 
xe 16 chỗ đến xe 30 chỗ, chở quá từ 05 người trở lên trên xe trên 30 chỗ, trừ các hành 
vi vi phạm mà người điều khiển xe ô tô chở hành khách chạy tuyến có cự ly lớn hơn 
300 km thực hiện hành vi vi phạm. 
4. Phạt tiền từ 1.000.000 đồng đến 2.000.000 đồng trên mỗi người vượt quá quy 
định được phép chở của phương tiện nhưng tổng mức phạt tiền tối đa không vượt quá 
75.000.000 đồng đối với người điều khiển xe ô tô chở hành khách chạy tuyến có cự ly 
lớn hơn 300 km thực hiện hành vi vi phạm: Chở quá từ 02 người trở lên trên xe đến 9 
chỗ, chở quá từ 03 người trở lên trên xe 10 chỗ đến xe 15 chỗ, chở quá từ 04 người trở 
lên trên xe 16 chỗ đến xe 30 chỗ, chở quá từ 05 người trở lên trên xe trên 30 chỗ. 
Ngoài việc bị xử phạt, người điều khiển phương tiện thực hiện hành vi vi phạm 
bị áp dụng biện pháp khắc phục hậu quả: Phải bố trí phương tiện khác để chở số  hành 
khách vượt quá quy định được phép chở của phương tiện. 
Trong trường hợp người điều khiển phương tiện chở khách vượt trên 50% đến 
100% số người quy định được phép chở của phương tiện bị tước quyền sử dụng Giấy 
phép lái xe từ 01 đến 03 tháng theo quy định tại điểm a khoản 8 Điều 23 Nghị định số 
100/2019/NĐ-CP.","100/2019/NĐ-CP::article::23::clause::4, 100/2019/NĐ-CP::article::23::clause::2, 123/2021/NĐ-CP::article::2::clause::34"
85,"Người điều khiển xe ô tô thực hiện hành vi đón, trả khách không 
đúng nơi quy định trên những tuyến đường đã xác định nơi đón, trả khách bị xử 
phạt như thế nào?","Hành vi trên bị xử phạt theo quy định tại điểm đ khoản 5 Điều 23 Nghị 
định số 100/2019/NĐ-CP (sửa đổi, bổ sung tại khoản 34 Điều 2 Nghị định số 
123/2021/NĐ-CP), cụ thể: 
5. Phạt tiền từ 1.000.000 đồng đến 2.000.000 đồng đối với một trong các hành 
vi vi phạm sau đây: 
đ) Đón, trả hành khách không đúng nơi quy định trên những tuyến đường đã 
xác định nơi đón, trả khách hoặc dừng đón, trả hành khách quá thời gian quy định, trừ 
hành vi vi phạm quy định tại khoản 7a Điều này. 
Ngoài ra, người thực hiện hành vi bị tước quyền sử dụng Giấy phép lái xe từ 01 
đến 03 tháng theo quy định tại điểm a khoản 8 Điều 23 Nghị định số 100/2019/NĐ
CP.","100/2019/NĐ-CP::article::23::clause::5::point::đ, 123/2021/NĐ-CP::article::2::clause::34, 100/2019/NĐ-CP::article::23::clause::8::point::a"
86,"Người điều khiển xe ô tô thực hiện hành vi đón, trả hành khách trên 
đường cao tốc bị xử phạt thế nào?","Hành vi trên bị xử phạt theo quy định tại khoản 7 Điều 23 Nghị định số 
100/2019/NĐ-CP (sửa đổi, bổ sung tại khoản 12 Điều 2 Nghị định số 123/2021/NĐ
CP), cụ thể: 
7a. Phạt tiền từ 10.000.000 đồng đến 12.000.0000 đồng đối với người điều 
khiển xe thực hiện hành vi đón, trả hành khách trên đường cao tốc 
Ngoài ra, người thực hiện hành vi vi phạm bị tước quyền sử dụng Giấy phép lái 
xe từ 02 đến 04 tháng theo quy định tại điểm b khoản 8 Điều 23 Nghị định số 
100/2019/NĐ-CP (sửa đổi, bổ sung tại khoản 12 Điều 2 Nghị định số 123/2021/NĐ
CP).","100/2019/NĐ-CP::article::23::clause::7, 123/2021/NĐ-CP::article::2::clause::12, 100/2019/NĐ-CP::article::23::clause::8::point::b"
87,"Hành vi điều khiển xe tham gia kinh doanh vận tải hành khách có 
gắn thiết bị giám sát hành trình của xe nhưng thiết bị không hoạt động bị xử phạt 
như thế nào?","Hành vi trên bị xử phạt theo quy định tại điểm đ khoản 6 Điều 23 Nghị định số 
100/2019/NĐ-CP (sửa đổi, bổ sung tại khoản 12 Điều 2 nghị định số 123/2021/NĐ-CP), 
cụ thể: 
6. Phạt tiền từ 3.000.000 đồng đến 5.000.000 đồng đối với một trong các hành 
vi vi phạm sau đây: đ) Điều khiển xe tham gia kinh doanh vận tải hành khách không gắn thiết bị 
giám sát hành trình của xe theo quy định hoặc có gắn thiết bị giám sát hành trình của 
xe nhưng thiết bị không hoạt động theo quy định hoặc sử dụng biện pháp kỹ thuật, 
trang thiết bị ngoại vi, các biện pháp khác làm sai lệch dữ liệu của thiết bị giám sát 
hành trình của xe ô tô; 
Ngoài ra, người thực hiện hành vi bị tước quyền sử dụng Giấy phép lái xe từ 01 
đến 03 tháng theo quy định tại điểm a khoản 8 Điều 23 Nghị định số 100/2019/NĐ
CP.","100/2019/NĐ-CP::article::23::clause::6::point::đ, 100/2019/NĐ-CP::article::23::clause::8::point::a"
88,"Người điều khiển xe ô tô tải vận chuyển hàng hóa nhưng không 
chốt, đóng cố định cửa sau thùng xe có bị xử phạt không?","Hành vi trên bị xử phạt theo quy định tại điểm c khoản 1 Điều 24 Nghị 
định số 100/2019/NĐ-CP: 
1. Phạt tiền từ 600.000 đồng đến 800.000 đồng đối với một trong các hành vi vi 
phạm sau đây: 
c) Không chốt, đóng cố định cửa sau thùng xe khi xe đang chạy.",100/2019/NĐ-CP::article::24::clause::1::point::c
89,"Người điều khiển xe ô tô tải chở hàng vượt quá trọng tải cho phép 
tham gia giao thông được ghi trong giấy chứng nhận kiểm định an toàn kỹ thuật 
và bảo vệ môi trường của xe bị xử phạt như thế nào?","Tùy thuộc vào khối lượng hàng vượt quá trọng tải mà hành vi trên bị xử 
phạt theo Điều 24 Nghị định số 100/2019/NĐ-CP với các mức dưới dây: 
2. Phạt tiền từ 800.000 đồng đến 1.000.000 đồng đối với một trong các hành vi 
vi phạm sau đây: 
a) Điều khiển xe (kể cả rơ moóc và sơ mi rơ moóc) chở hàng vượt trọng tải 
(khối lượng hàng chuyên chở) cho phép tham gia giao thông được ghi trong Giấy 
chứng nhận kiểm định an toàn kỹ thuật và bảo vệ môi trường của xe trên 10% đến 
30% (trừ xe xi téc chở chất lỏng), trên 20% đến 30% đối với xe xi téc chở chất lỏng; 
5. Phạt tiền từ 3.000.000 đồng đến 5.000.000 đồng đối với một trong các hành 
vi vi phạm sau đây: 
a) Điều khiển xe (kể cả rơ moóc và sơ mi rơ moóc) chở hàng vượt trọng tải 
(khối lượng hàng chuyên chở) cho phép tham gia giao thông được ghi trong Giấy 
chứng nhận kiểm định an toàn kỹ thuật và bảo vệ môi trường của xe trên 30% đến 
50%; 
Người thực hiện hành vi vi phạm còn bị tước quyền sử dụng Giấy phép lái xe từ 
1 đến 3 tháng theo điểm a khoản 9 Điều 24 Nghị định số 100/2019/NĐ-CP.  6. Phạt tiền từ 5.000.000 đồng đến 7.000.000 đồng đối với một trong các hành 
vi vi phạm sau đây: 
a) Điều khiển xe (kể cả rơ moóc và sơ mi rơ moóc) chở hàng vượt trọng tải 
(khối lượng hàng chuyên chở) cho phép tham gia giao thông được ghi trong Giấy 
chứng nhận kiểm định an toàn kỹ thuật và bảo vệ môi trường của xe trên 50% đến 
100%; 
Người thực hiện hành vi vi phạm còn bị tước quyền sử dụng Giấy phép lái xe từ 
1 đến 3 tháng theo điểm a khoản 9 Điều 24 Nghị định số 100/2019/NĐ-CP. 
7. Phạt tiền từ 7.000.000 đồng đến 8.000.000 đồng đối với một trong các hành 
vi sau đây: 
a) Điều khiển xe (kể cả rơ moóc và sơ mi rơ moóc) chở hàng vượt trọng tải 
(khối lượng hàng chuyên chở) cho phép tham gia giao thông được ghi trong Giấy 
chứng nhận kiểm định an toàn kỹ thuật và bảo vệ môi trường của xe trên 100% đến 
150%; 
Người thực hiện hành vi vi phạm còn bị tước quyền sử dụng Giấy phép lái xe từ 
2 đến 4 tháng theo điểm b khoản 9 Điều 24 Nghị định số 100/2019/NĐ-CP (sửa đổi, 
bổ sung tại khoản 13 Điều 2 Nghị định số 123/2021/NĐ-CP). 
8. Phạt tiền từ 8.000.000 đồng đến 12.000.000 đồng đối với một trong các hành 
vi sau đây: 
a) Điều khiển xe (kể cả rơ moóc và sơ mi rơ moóc) chở hàng vượt trọng tải (khối 
lượng hàng chuyên chở) cho phép tham gia giao thông được ghi trong Giấy chứng nhận 
kiểm định an toàn kỹ thuật và bảo vệ môi trường của xe trên 150%; 
Người thực hiện hành vi vi phạm còn bị tước quyền sử dụng Giấy phép lái xe từ 
3 đến 5 tháng theo điểm c khoản 9 Điều 24 Nghị định số 100/2019/NĐ-CP.","100/2019/NĐ-CP::article::24, 100/2019/NĐ-CP::article::24::clause::9::point::a, 100/2019/NĐ-CP::article::24::clause::9::point::b, 123/2021/NĐ-CP::article::2::clause::13, 100/2019/NĐ-CP::article::24::clause::9::point::c"
90,"Hành vi bán biển số phương tiện giao thông cơ giới đường bộ trái 
phép bị xử phạt như thế nào?","Hành vi trên bị xử phạt theo quy định tại khoản 1 Điều 29 Nghị định số 
100/2019/NĐ-CP (sửa đổi, bổ sung tại khoản 16 Điều 2 Nghị định số 123/2021/NĐ
CP), cụ thể: 
1. Phạt tiền từ 10.000.000 đồng đến 12.000.000 đồng đối với cá nhân, từ 
20.000.000 đồng đến 24.000.000 đồng đối với tổ chức thực hiện hành vi bán biển số 
phương tiện giao thông cơ giới đường bộ không phải là biển số do cơ quan nhà nước 
có thẩm quyền sản xuất hoặc không được cơ quan nhà nước có thẩm quyền cho phép. 
Ngoài việc bị phạt tiền, cá nhân, tổ chức thực hiện hành vi vi phạm còn bị áp 
dụng hình thức xử phạt bổ sung: tịch thu biển số, phương tiện sản xuất, lắp ráp trái 
phép và bị áp dụng biện pháp khắc phục hậu quả: Buộc nộp lại số lợi bất hợp pháp có 
được do thực hiện vi phạm hành chính.","100/2019/NĐ-CP::article::29::clause::1, 123/2021/NĐ-CP::article::2::clause::16"
91,"Hành vi sản xuất, lắp ráp trái phép phương tiện giao thông cơ giới 
đường bộ bị xử phạt như thế nào?","Hành vi trên bị xử phạt theo quy định tại khoản 2 Điều 29 Nghị định số 
100/2019/NĐ-CP (sửa đổi, bổ sung tại khoản 16 Điều 2 Nghị định số 123/2021/NĐ
CP), cụ thể: 
2. Phạt tiền từ 30.000.000 đồng đến 35.000.000 đồng đối với cá nhân, từ 
60.000.000 đồng đến 70.000.000 đồng đối với tổ chức thực hiện hành vi sản xuất biển 
số trái phép hoặc sản xuất, lắp ráp trái phép phương tiện giao thông cơ giới đường bộ. 
Ngoài việc bị phạt tiền, cá nhân, tổ chức thực hiện hành vi vi phạm còn bị áp 
dụng hình thức xử phạt bổ sung: tịch thu biển số, phương tiện sản xuất, lắp ráp trái 
phép và bị áp dụng biện pháp khắc phục hậu quả: Buộc nộp lại số lợi bất hợp pháp có 
được do thực hiện vi phạm hành chính.","100/2019/NĐ-CP::article::29::clause::2, 123/2021/NĐ-CP::article::2::clause::16"
92,"Nhân viên phục vụ trên xe buýt, xe vận chuyển hành khách không 
hỗ trợ, giúp đỡ hành khách đi xe là người cao tuổi bị xử phạt như thế nào nào?","Hành vi trên bị xử phạt theo quy định tại Nghị định số 100/2019/NĐ
CP  xử phạt nhân viên phục vụ trên xe buýt, xe vận chuyển hành khách theo tuyến cố 
định, xe vận chuyển hành khách theo hợp đồng, xe vận chuyển khách du lịch vi phạm 
quy định về trật tự an toàn giao thông, tại khoản 1 Điều 31, cụ thể như sau: 
1. Phạt tiền từ 80.000 đồng đến 100.000 đồng đối với một trong các hành vi vi 
phạm sau đây: 
a) Không hỗ trợ, giúp đỡ hành khách đi xe là người cao tuổi, trẻ em không tự 
lên xuống xe được, người khuyết tật vận động hoặc khuyết tật thị giác;",100/2019/NĐ-CP::article::31::clause::1::point::a
93,"Nhân viên phục vụ trên xe buýt, xe vận chuyển hành khách thực 
hiện hành vi thu tiền vé nhưng không trao vé cho hành khách bị xử phạt như thế 
nào nào?","Hành vi trên bị xử phạt theo quy định tại Nghị định số 100/2019/NĐ
CP xử phạt nhân viên phục vụ trên xe buýt, xe vận chuyển hành khách theo tuyến cố 
định, xe vận chuyển hành khách theo hợp đồng, xe vận chuyển khách du lịch vi phạm 
quy định về trật tự an toàn giao thông, tại khoản 2 Điều 31, cụ thể: 
2. Phạt tiền từ 100.000 đồng đến 200.000 đồng đối với nhân viên phục vụ trên 
xe buýt thực hiện hành vi: Thu tiền vé nhưng không trao vé cho hành khách; thu tiền 
vé cao hơn quy định. 
Ngoài việc bị áp dụng hình thức xử phạt, người thực hiện hành vi vi phạm còn 
bị áp dụng biện pháp khắc phục hậu quả: Buộc phải nộp lại số lợi bất hợp pháp có 
được do thực hiện vi phạm hành chính.",100/2019/NĐ-CP::article::31::clause::2
94,"Hành khách đi xe vi phạm quy định về trật tự an toàn giao thông 
có bị xử phạt không?","Nghị định số 100/2019/NĐ-CP quy định những trường hợp xử phạt hành 
khách đi xe vi phạm quy định như sau: 
1. Phạt tiền từ 50.000 đồng đến 100.000 đồng đối với một trong các hành vi vi 
phạm sau đây: 
a) Không chấp hành hướng dẫn của lái xe, nhân viên phục vụ trên xe về các quy 
định bảo đảm trật tự, an toàn giao thông; 
b) Gây mất trật tự trên xe. 
2. Phạt tiền từ 300.000 đồng đến 400.000 đồng đối với một trong các hành vi vi 
phạm sau đây: 
a) Mang hóa chất độc hại, chất dễ cháy, nổ, hàng nguy hiểm hoặc hàng cần lưu 
thông trên xe khách; 
b) Đu, bám vào thành xe; đứng, ngồi, nằm trên mui xe, nóc xe, trong khoang 
chở hành lý; tự ý mở cửa xe hoặc có hành vi khác không bảo đảm an toàn khi xe đang 
chạy. 
3. Phạt tiền từ 2.000.000 đồng đến 3.000.000 đồng đối với hành vi đe dọa, xâm 
phạm sức khỏe của người khác đi trên xe, lái xe, nhân viên phục vụ trên xe. 
4. Ngoài việc bị phạt tiền, người thực hiện hành vi mang hóa chất độc hại, chất 
dễ cháy, nổ, hàng nguy hiểm hoặc hàng cần lưu thông trên xe khách còn bị áp dụng 
hình thức xử phạt bổ sung tịch thu hóa chất độc hại, chất dễ cháy, nổ, hàng nguy hiểm, 
hàng cấm lưu thông mang theo trên xe chở khách.",100/2019/NĐ-CP::article::32
